0,0,0.4268,0,0,0
-2.0556e-20,-3.1763e-05,0.4268,9.2517e-20,-2.6169e-05,-2.8505e-20
-5.2591e-20,-0.00012297,0.4268,6.571e-19,-0.00010207,5.8866e-20
-6.1974e-20,-0.00026785,0.4268,1.1468e-18,-0.00022401,1.8868e-19
-5.8958e-21,-0.00046103,0.4268,5.0157e-19,-0.00038849,1.1168e-19
6.1873e-20,-0.00069756,0.4268,-1.1995e-18,-0.00059228,3.1144e-20
2.3285e-20,-0.00097284,0.42679,-3.3828e-18,-0.00083236,-2.7945e-20
-7.8499e-20,-0.0012826,0.42679,-4.9295e-18,-0.0011059,-9.8994e-20
-1.8926e-19,-0.001623,0.42679,-6.2247e-18,-0.0014102,-1.3727e-19
-2.8669e-19,-0.0019903,0.42679,-7.4124e-18,-0.0017428,-1.5251e-19
-3.7282e-19,-0.0023812,0.42679,-8.3655e-18,-0.0021015,-1.6176e-19
-4.7833e-19,-0.0027926,0.42678,-9.2257e-18,-0.0024841,-1.7071e-19
-5.6656e-19,-0.0032218,0.42678,-9.9922e-18,-0.0028885,-1.9825e-19
-6.0668e-19,-0.003666,0.42678,-1.029e-17,-0.0033129,-2.2719e-19
-6.3335e-19,-0.0041229,0.42677,-1.0099e-17,-0.0037556,-2.0651e-19
-6.3765e-19,-0.0045902,0.42677,-9.7849e-18,-0.0042149,-1.7219e-19
-6.12e-19,-0.0050661,0.42677,-9.177e-18,-0.0046894,-1.0389e-19
-5.7806e-19,-0.0055485,0.42676,-8.1998e-18,-0.0051776,2.0777e-20
-5.5369e-19,-0.0060359,0.42676,-7.2819e-18,-0.0056782,1.3322e-19
-5.4164e-19,-0.0065267,0.42675,-6.6744e-18,-0.0061899,2.1511e-19
-5.2917e-19,-0.0070195,0.42675,-6.2891e-18,-0.0067118,2.735e-19
-5.16e-19,-0.007513,0.42675,-6.0675e-18,-0.0072427,3.2712e-19
-4.9134e-19,-0.0080061,0.42674,-6.2757e-18,-0.0077816,3.8224e-19
-4.6531e-19,-0.0084977,0.42674,-6.516e-18,-0.0083276,4.312e-19
-4.5503e-19,-0.0089869,0.42673,-6.8677e-18,-0.00888,4.5181e-19
-4.6376e-19,-0.0094729,0.42673,-7.294e-18,-0.0094379,4.4102e-19
-4.6641e-19,-0.0099548,0.42672,-7.7483e-18,-0.010001,4.3317e-19
-4.6935e-19,-0.010432,0.42672,-8.2318e-18,-0.010567,4.5932e-19
-4.8434e-19,-0.010904,0.42671,-8.5873e-18,-0.011138,5.1038e-19
-4.9502e-19,-0.01137,0.42671,-8.7758e-18,-0.011711,5.6702e-19
-4.9012e-19,-0.01183,0.4267,-8.7231e-18,-0.012287,6.3847e-19
-4.6576e-19,-0.012283,0.4267,-8.4952e-18,-0.012864,7.3983e-19
-4.3849e-19,-0.012728,0.42669,-8.0976e-18,-0.013444,8.2934e-19
-4.1625e-19,-0.013167,0.42668,-7.6171e-18,-0.014024,8.7424e-19
-3.9632e-19,-0.013598,0.42668,-7.2145e-18,-0.014605,8.9845e-19
-3.7331e-19,-0.01402,0.42667,-6.8493e-18,-0.015186,9.242e-19
-3.4957e-19,-0.014435,0.42667,-6.3759e-18,-0.015768,9.3058e-19
-3.3211e-19,-0.014842,0.42666,-5.7917e-18,-0.016349,8.9743e-19
-3.2134e-19,-0.01524,0.42666,-5.1935e-18,-0.016929,8.2597e-19
-3.0787e-19,-0.015629,0.42665,-4.5979e-18,-0.017509,7.528e-19
-2.9529e-19,-0.016011,0.42664,-3.8814e-18,-0.018088,7.0221e-19
-2.8484e-19,-0.016383,0.42664,-2.9593e-18,-0.018666,7.0635e-19
-2.7563e-19,-0.016747,0.42663,-2.0466e-18,-0.019242,7.1684e-19
-2.9102e-19,-0.017102,0.42663,-1.392e-18,-0.019817,7.2404e-19
-3.325e-19,-0.017449,0.42662,-1.0769e-18,-0.02039,7.3733e-19
-3.7555e-19,-0.017788,0.42661,-8.8069e-19,-0.020961,7.6073e-19
-4.2519e-19,-0.018117,0.42661,-7.3419e-19,-0.021531,7.9864e-19
-4.9536e-19,-0.018439,0.4266,-6.259e-19,-0.022098,8.4206e-19
-5.7947e-19,-0.018752,0.42659,-5.0564e-19,-0.022663,8.6597e-19
-6.4304e-19,-0.019056,0.42659,-3.5859e-19,-0.023226,8.694e-19
-6.8593e-19,-0.019353,0.42658,-2.9678e-19,-0.023787,8.657e-19
-7.1505e-19,-0.019641,0.42657,-6.0499e-19,-0.024345,8.6568e-19
-7.3986e-19,-0.019922,0.42657,-1.0381e-18,-0.024901,8.7076e-19
-7.6705e-19,-0.020194,0.42656,-1.393e-18,-0.025454,8.7519e-19
-7.9128e-19,-0.020459,0.42655,-1.627e-18,-0.026004,8.7682e-19
-8.0155e-19,-0.020716,0.42655,-1.7e-18,-0.026552,8.7206e-19
-8.088e-19,-0.020965,0.42654,-1.7519e-18,-0.027098,8.5256e-19
-8.0832e-19,-0.021208,0.42653,-1.9357e-18,-0.027641,8.3803e-19
-7.8927e-19,-0.021442,0.42652,-2.2187e-18,-0.028181,8.5563e-19
-7.4858e-19,-0.02167,0.42652,-2.3384e-18,-0.028718,9.1169e-19
-7.0759e-19,-0.021891,0.42651,-2.3143e-18,-0.029253,9.8259e-19
-6.8048e-19,-0.022105,0.4265,-2.3794e-18,-0.029785,1.0559e-18
-6.7429e-19,-0.022312,0.4265,-2.6395e-18,-0.030314,1.1059e-18
-6.8167e-19,-0.022512,0.42649,-3.0441e-18,-0.030841,1.122e-18
-6.9165e-19,-0.022706,0.42648,-3.444e-18,-0.031364,1.1251e-18
-7.0721e-19,-0.022893,0.42647,-3.7566e-18,-0.031885,1.1249e-18
-7.4078e-19,-0.023074,0.42647,-3.968e-18,-0.032404,1.1196e-18
-7.6939e-19,-0.023249,0.42646,-4.0318e-18,-0.032919,1.112e-18
-7.8616e-19,-0.023418,0.42645,-4.0849e-18,-0.033432,1.1057e-18
-7.9956e-19,-0.023582,0.42644,-4.1452e-18,-0.033942,1.1058e-18
-8.1913e-19,-0.023739,0.42644,-4.1569e-18,-0.03445,1.1117e-18
-8.3678e-19,-0.023891,0.42643,-4.3457e-18,-0.034954,1.1153e-18
-8.4938e-19,-0.024037,0.42642,-4.579e-18,-0.035456,1.141e-18
-8.4165e-19,-0.024177,0.42641,-4.5893e-18,-0.035956,1.191e-18
-8.0881e-19,-0.024313,0.42641,-4.2429e-18,-0.036452,1.2433e-18
-7.8404e-19,-0.024443,0.4264,-3.8567e-18,-0.036946,1.2764e-18
-7.7044e-19,-0.024568,0.42639,-3.5585e-18,-0.037438,1.2805e-18
-7.6772e-19,-0.024688,0.42638,-3.4941e-18,-0.037927,1.256e-18
-7.6596e-19,-0.024803,0.42638,-3.543e-18,-0.038413,1.2221e-18
-7.6254e-19,-0.024913,0.42637,-3.5662e-18,-0.038896,1.1902e-18
-7.7752e-19,-0.025018,0.42636,-3.7646e-18,-0.039377,1.1477e-18
-8.4193e-19,-0.025119,0.42635,-4.2938e-18,-0.039856,1.0738e-18
-9.3217e-19,-0.025215,0.42634,-4.9523e-18,-0.040332,9.757e-19
-1.0159e-18,-0.025307,0.42634,-5.5476e-18,-0.040805,8.5175e-19
-1.1044e-18,-0.025394,0.42633,-6.1079e-18,-0.041276,6.8805e-19
-1.1967e-18,-0.025477,0.42632,-6.5618e-18,-0.041745,5.0107e-19
-1.2817e-18,-0.025556,0.42631,-6.8744e-18,-0.04221,3.2265e-19
-1.3416e-18,-0.02563,0.4263,-7.0608e-18,-0.042674,1.5753e-19
-1.3683e-18,-0.025701,0.4263,-7.0887e-18,-0.043135,8.0406e-21
-1.3691e-18,-0.025767,0.42629,-6.9607e-18,-0.043593,-1.1804e-19
-1.3638e-18,-0.025829,0.42628,-6.827e-18,-0.04405,-2.1981e-19
-1.3519e-18,-0.025887,0.42627,-6.7774e-18,-0.044503,-3.1251e-19
-1.3248e-18,-0.025942,0.42626,-6.6829e-18,-0.044955,-4.038e-19
-1.2809e-18,-0.025993,0.42626,-6.3607e-18,-0.045404,-4.9706e-19
-1.2285e-18,-0.02604,0.42625,-5.7561e-18,-0.04585,-5.8171e-19
-1.182e-18,-0.026083,0.42624,-5.1155e-18,-0.046295,-6.6228e-19
-1.1475e-18,-0.026122,0.42623,-4.503e-18,-0.046736,-7.63e-19
-1.1282e-18,-0.026158,0.42622,-3.9426e-18,-0.047176,-8.8662e-19
-1.1203e-18,-0.02619,0.42621,-3.4487e-18,-0.047613,-1.0143e-18
-1.1076e-18,-0.026219,0.42621,-3.0815e-18,-0.048048,-1.1094e-18
-1.0904e-18,-0.026245,0.4262,-2.7703e-18,-0.048481,-1.1511e-18
-1.0765e-18,-0.026266,0.42619,-2.3218e-18,-0.048911,-1.157e-18
-1.0769e-18,-0.026285,0.42618,-1.5077e-18,-0.049339,-1.1756e-18
-1.0858e-18,-0.0263,0.42617,-7.1804e-19,-0.049765,-1.1933e-18
-1.1083e-18,-0.026311,0.42616,-7.7947e-20,-0.050189,-1.1817e-18
-1.1429e-18,-0.02632,0.42616,3.8681e-19,-0.05061,-1.1362e-18
-1.1759e-18,-0.026325,0.42615,6.3446e-19,-0.051029,-1.0708e-18
-1.2005e-18,-0.026327,0.42614,7.2786e-19,-0.051446,-1.0038e-18
