-0,0
-9.9612e-05,0.00054618
-0.00019922,0.0010923
-0.00029883,0.0016384
-0.00039845,0.0021845
-0.00049806,0.0027305
-0.00059767,0.0032763
-0.00069728,0.003822
-0.00079689,0.0043676
-0.0008965,0.004913
-0.00099612,0.0054582
-0.0010957,0.0060032
-0.0011953,0.006548
-0.0012949,0.0070925
-0.0013946,0.0076368
-0.0014942,0.0081807
-0.0015938,0.0087243
-0.0016934,0.0092676
-0.001793,0.0098105
-0.0018926,0.010353
-0.0019922,0.010895
-0.0020918,0.011437
-0.0021915,0.011978
-0.0022911,0.012519
-0.0023907,0.013059
-0.0024903,0.013599
-0.0025899,0.014138
-0.0026895,0.014677
-0.0027891,0.015215
-0.0028887,0.015752
-0.0029883,0.016289
-0.003088,0.016826
-0.0031876,0.017361
-0.0032872,0.017896
-0.0033868,0.01843
-0.0034864,0.018964
-0.003586,0.019497
-0.0036856,0.020029
-0.0037852,0.02056
-0.0038848,0.02109
-0.0039845,0.02162
-0.0040841,0.022148
-0.0041837,0.022676
-0.0042833,0.023203
-0.0043829,0.023729
-0.0044825,0.024255
-0.0045821,0.024779
-0.0046817,0.025302
-0.0047814,0.025824
-0.004881,0.026345
-0.0049806,0.026866
-0.0050802,0.027385
-0.0051798,0.027903
-0.0052794,0.02842
-0.005379,0.028935
-0.0054786,0.02945
-0.0055782,0.029964
-0.0056779,0.030476
-0.0057775,0.030987
-0.0058771,0.031497
-0.0059767,0.032006
-0.0060763,0.032514
-0.0061759,0.03302
-0.0062755,0.033525
-0.0063751,0.034028
-0.0064747,0.034531
-0.0065744,0.035032
-0.006674,0.035531
-0.0067736,0.036029
-0.0068732,0.036526
-0.0069728,0.037021
-0.0070724,0.037515
-0.007172,0.038008
-0.0072716,0.038498
-0.0073713,0.038988
-0.0074709,0.039476
-0.0075705,0.039962
-0.0076701,0.040447
-0.0077697,0.04093
-0.0078693,0.041412
-0.0079689,0.041892
-0.0080685,0.04237
-0.0081681,0.042846
-0.0082678,0.043321
-0.0083674,0.043795
-0.008467,0.044266
-0.0085666,0.044736
-0.0086662,0.045204
-0.0087658,0.045671
-0.0088654,0.046135
-0.008965,0.046598
-0.0090646,0.047059
-0.0091643,0.047518
-0.0092639,0.047975
-0.0093635,0.04843
-0.0094631,0.048884
-0.0095627,0.049335
-0.0096623,0.049785
-0.0097619,0.050232
-0.0098615,0.050678
-0.0099612,0.051121
-0.010061,0.051563
-0.01016,0.052003
-0.01026,0.05244
-0.01036,0.052876
-0.010459,0.053309
-0.010559,0.053741
-0.010658,0.05417
-0.010758,0.054597
-0.010858,0.055022
-0.010957,0.055445
-0.011057,0.055866
-0.011156,0.056284
-0.011256,0.0567
-0.011356,0.057115
-0.011455,0.057526
-0.011555,0.057936
-0.011655,0.058343
-0.011754,0.058748
-0.011854,0.059151
-0.011953,0.059551
-0.012053,0.059949
-0.012153,0.060345
-0.012252,0.060739
-0.012352,0.06113
-0.012451,0.061518
-0.012551,0.061904
-0.012651,0.062288
-0.01275,0.062669
-0.01285,0.063048
-0.012949,0.063425
-0.013049,0.063799
-0.013149,0.06417
-0.013248,0.064539
-0.013348,0.064905
-0.013448,0.065269
-0.013547,0.06563
-0.013647,0.065989
-0.013746,0.066345
-0.013846,0.066699
-0.013946,0.067049
-0.014045,0.067398
-0.014145,0.067743
-0.014244,0.068086
-0.014344,0.068427
-0.014444,0.068764
-0.014543,0.069099
-0.014643,0.069431
-0.014743,0.069761
-0.014842,0.070088
-0.014942,0.070412
-0.015041,0.070733
-0.015141,0.071052
-0.015241,0.071367
-0.01534,0.07168
-0.01544,0.07199
-0.015539,0.072298
-0.015639,0.072602
-0.015739,0.072904
-0.015838,0.073202
-0.015938,0.073498
-0.016037,0.073791
-0.016137,0.074081
-0.016237,0.074369
-0.016336,0.074653
-0.016436,0.074934
-0.016536,0.075213
-0.016635,0.075488
-0.016735,0.075761
-0.016834,0.07603
-0.016934,0.076297
-0.017034,0.076561
-0.017133,0.076821
-0.017233,0.077079
-0.017332,0.077333
-0.017432,0.077585
-0.017532,0.077834
-0.017631,0.078079
-0.017731,0.078321
-0.01783,0.078561
-0.01793,0.078797
-0.01803,0.07903
-0.018129,0.07926
-0.018229,0.079487
-0.018329,0.079711
-0.018428,0.079932
-0.018528,0.080149
-0.018627,0.080364
-0.018727,0.080575
-0.018827,0.080783
-0.018926,0.080988
-0.019026,0.08119
-0.019125,0.081389
-0.019225,0.081584
-0.019325,0.081777
-0.019424,0.081966
-0.019524,0.082152
-0.019623,0.082334
-0.019723,0.082514
-0.019823,0.08269
-0.019922,0.082863
-0.020022,0.083032
-0.020122,0.083199
-0.020221,0.083362
-0.020321,0.083522
-0.02042,0.083679
-0.02052,0.083832
-0.02062,0.083982
-0.020719,0.084129
-0.020819,0.084272
-0.020918,0.084412
-0.021018,0.084549
-0.021118,0.084683
-0.021217,0.084813
-0.021317,0.08494
-0.021416,0.085064
-0.021516,0.085184
-0.021616,0.085301
-0.021715,0.085415
-0.021815,0.085525
-0.021915,0.085632
-0.022014,0.085735
-0.022114,0.085835
-0.022213,0.085932
-0.022313,0.086026
-0.022413,0.086116
-0.022512,0.086203
-0.022612,0.086286
-0.022711,0.086366
-0.022811,0.086442
-0.022911,0.086516
-0.02301,0.086585
-0.02311,0.086652
-0.023209,0.086715
-0.023309,0.086774
-0.023409,0.086831
-0.023508,0.086883
-0.023608,0.086933
-0.023708,0.086979
-0.023807,0.087021
-0.023907,0.087061
-0.024006,0.087096
-0.024106,0.087129
-0.024206,0.087158
-0.024305,0.087183
-0.024405,0.087205
-0.024504,0.087224
-0.024604,0.087239
-0.024704,0.087251
-0.024803,0.08726
-0.024903,0.087265
-0.025002,0.087266
-0.025102,0.087265
-0.025202,0.087259
-0.025301,0.087251
-0.025401,0.087239
-0.025501,0.087223
-0.0256,0.087204
-0.0257,0.087182
-0.025799,0.087156
-0.025899,0.087127
-0.025999,0.087095
-0.026098,0.087059
-0.026198,0.087019
-0.026297,0.086977
-0.026397,0.08693
-0.026497,0.086881
-0.026596,0.086828
-0.026696,0.086772
-0.026795,0.086712
-0.026895,0.086649
-0.026995,0.086582
-0.027094,0.086512
-0.027194,0.086439
