0,0,0.4251,0,0,0
-0.00029039,4.1548e-06,0.42509,-2.9849e-05,-0.00046653,1.7605e-10
-0.00056642,-8.8456e-06,0.42507,-5.8223e-05,-0.00093605,3.4339e-10
-0.00082863,-3.8193e-05,0.42506,-8.5177e-05,-0.0014084,5.0235e-10
-0.0010775,-8.3109e-05,0.42505,-0.00011076,-0.0018835,6.5325e-10
-0.0013136,-0.00014284,0.42504,-0.00013503,-0.0023611,7.9638e-10
-0.0015374,-0.00021666,0.42503,-0.00015803,-0.0028411,9.3204e-10
-0.0017493,-0.00030388,0.42502,-0.00017981,-0.0033234,1.0605e-09
-0.0019498,-0.00040381,0.42501,-0.00020042,-0.0038079,1.1821e-09
-0.0021393,-0.00051582,0.425,-0.0002199,-0.0042944,1.2969e-09
-0.0023183,-0.00063927,0.42499,-0.0002383,-0.0047828,1.4054e-09
-0.0024871,-0.00077355,0.42498,-0.00025565,-0.0052731,1.5078e-09
-0.0026461,-0.00091811,0.42497,-0.000272,-0.005765,1.6042e-09
-0.0027958,-0.0010724,0.42496,-0.00028738,-0.0062584,1.6949e-09
-0.0029364,-0.0012358,0.42495,-0.00030184,-0.0067534,1.7802e-09
-0.0030684,-0.0014078,0.42494,-0.00031541,-0.0072497,1.8602e-09
-0.0031921,-0.001588,0.42493,-0.00032812,-0.0077473,1.9352e-09
-0.0033078,-0.0017759,0.42493,-0.00034001,-0.008246,2.0053e-09
-0.0034158,-0.0019709,0.42492,-0.00035111,-0.0087458,2.0708e-09
-0.0035164,-0.0021727,0.42491,-0.00036146,-0.0092466,2.1318e-09
-0.00361,-0.0023808,0.4249,-0.00037108,-0.0097483,2.1886e-09
-0.0036968,-0.0025948,0.42489,-0.00038001,-0.010251,2.2412e-09
-0.0037772,-0.0028143,0.42489,-0.00038826,-0.010754,2.2899e-09
-0.0038513,-0.0030389,0.42488,-0.00039588,-0.011258,2.3348e-09
-0.0039194,-0.0032683,0.42487,-0.00040288,-0.011762,2.3761e-09
-0.0039818,-0.003502,0.42487,-0.0004093,-0.012267,2.4139e-09
-0.0040387,-0.0037398,0.42486,-0.00041515,-0.012773,2.4485e-09
-0.0040904,-0.0039813,0.42485,-0.00042046,-0.013278,2.4798e-09
-0.0041371,-0.0042262,0.42485,-0.00042526,-0.013784,2.5081e-09
-0.0041789,-0.0044742,0.42484,-0.00042956,-0.014291,2.5335e-09
-0.0042162,-0.004725,0.42483,-0.00043339,-0.014797,2.556e-09
-0.004249,-0.0049784,0.42483,-0.00043677,-0.015303,2.576e-09
-0.0042777,-0.0052339,0.42482,-0.00043971,-0.01581,2.5933e-09
-0.0043024,-0.0054915,0.42482,-0.00044225,-0.016316,2.6083e-09
-0.0043232,-0.0057508,0.42481,-0.00044439,-0.016822,2.6209e-09
-0.0043403,-0.0060116,0.4248,-0.00044615,-0.017329,2.6313e-09
-0.004354,-0.0062736,0.4248,-0.00044756,-0.017835,2.6396e-09
-0.0043644,-0.0065367,0.42479,-0.00044862,-0.01834,2.6459e-09
-0.0043715,-0.0068006,0.42479,-0.00044936,-0.018846,2.6502e-09
-0.0043757,-0.0070651,0.42478,-0.00044979,-0.019351,2.6528e-09
-0.004377,-0.00733,0.42477,-0.00044992,-0.019855,2.6535e-09
-0.0043755,-0.0075951,0.42477,-0.00044977,-0.020359,2.6527e-09
-0.0043715,-0.0078603,0.42476,-0.00044935,-0.020863,2.6502e-09
-0.0043649,-0.0081254,0.42476,-0.00044868,-0.021366,2.6462e-09
-0.0043561,-0.0083901,0.42475,-0.00044777,-0.021869,2.6409e-09
-0.004345,-0.0086544,0.42475,-0.00044663,-0.022371,2.6341e-09
-0.0043318,-0.008918,0.42474,-0.00044527,-0.022872,2.6261e-09
-0.0043165,-0.0091809,0.42474,-0.0004437,-0.023372,2.6169e-09
-0.0042994,-0.0094429,0.42473,-0.00044195,-0.023872,2.6065e-09
-0.0042805,-0.0097038,0.42472,-0.00044,-0.024371,2.5951e-09
-0.0042599,-0.0099635,0.42472,-0.00043789,-0.024869,2.5826e-09
-0.0042377,-0.010222,0.42471,-0.00043561,-0.025367,2.5691e-09
-0.0042141,-0.010479,0.42471,-0.00043317,-0.025863,2.5548e-09
-0.0041889,-0.010734,0.4247,-0.00043059,-0.026359,2.5395e-09
-0.0041625,-0.010988,0.4247,-0.00042787,-0.026853,2.5235e-09
-0.0041348,-0.01124,0.42469,-0.00042502,-0.027347,2.5067e-09
-0.0041059,-0.01149,0.42469,-0.00042206,-0.02784,2.4892e-09
-0.004076,-0.011738,0.42468,-0.00041898,-0.028331,2.471e-09
-0.004045,-0.011984,0.42467,-0.00041579,-0.028822,2.4522e-09
-0.004013,-0.012228,0.42467,-0.00041251,-0.029311,2.4329e-09
-0.0039802,-0.012469,0.42466,-0.00040913,-0.029799,2.413e-09
-0.0039465,-0.012709,0.42466,-0.00040567,-0.030286,2.3926e-09
-0.0039121,-0.012945,0.42465,-0.00040213,-0.030772,2.3717e-09
-0.0038769,-0.01318,0.42465,-0.00039852,-0.031257,2.3504e-09
-0.0038411,-0.013411,0.42464,-0.00039484,-0.03174,2.3287e-09
-0.0038047,-0.01364,0.42463,-0.00039109,-0.032223,2.3066e-09
-0.0037678,-0.013867,0.42463,-0.0003873,-0.032704,2.2842e-09
-0.0037303,-0.01409,0.42462,-0.00038345,-0.033183,2.2615e-09
-0.0036924,-0.014311,0.42462,-0.00037955,-0.033662,2.2385e-09
-0.0036541,-0.014529,0.42461,-0.00037562,-0.034139,2.2153e-09
-0.0036155,-0.014744,0.4246,-0.00037164,-0.034614,2.1919e-09
-0.0035765,-0.014955,0.4246,-0.00036764,-0.035089,2.1682e-09
-0.0035372,-0.015164,0.42459,-0.0003636,-0.035562,2.1444e-09
-0.0034977,-0.015369,0.42459,-0.00035954,-0.036033,2.1205e-09
-0.003458,-0.015572,0.42458,-0.00035546,-0.036503,2.0964e-09
-0.0034181,-0.015771,0.42457,-0.00035136,-0.036972,2.0722e-09
-0.0033781,-0.015967,0.42457,-0.00034724,-0.037439,2.048e-09
-0.003338,-0.016159,0.42456,-0.00034312,-0.037904,2.0236e-09
-0.0032977,-0.016348,0.42456,-0.00033898,-0.038368,1.9992e-09
-0.0032575,-0.016534,0.42455,-0.00033484,-0.038831,1.9748e-09
-0.0032172,-0.016716,0.42454,-0.0003307,-0.039292,1.9504e-09
-0.0031769,-0.016895,0.42454,-0.00032656,-0.039751,1.926e-09
-0.0031366,-0.01707,0.42453,-0.00032242,-0.040209,1.9016e-09
