0,23.316,0,-4.2043,1.1126,0.93907,-0.48157,-17.202,63.402,51.216,0,0,25.749,7.2595,0,14.252,0.76668,-0.17025,-0.11725,-8.0322,9.5952,8.5519,0,0,17.512,16.056,0,-18.456,0.34588,1.1093,-0.36431,-9.1697,53.807,42.664,0,0,8.2371,0.33374,0,-0.42823,-0.14014,-0.75593,0.012897,-0.20044,0.6604,0.75758,0,0,-0.40741
0.00012116,23.292,0,-4.1743,1.1118,0.93685,-0.48091,-17.185,63.311,51.14,0,0,25.738,7.2618,0,14.25,0.7667,-0.17002,-0.11725,-8.0328,9.6002,8.5549,0,0,17.514,16.03,0,-18.424,0.3451,1.1069,-0.36366,-9.1525,53.711,42.585,0,0,8.2242,0.33493,0,-0.42837,-0.1401,-0.75569,0.012872,-0.20016,0.66081,0.75656,0,0,-0.40589
0.00018173,23.28,0,-4.1594,1.1114,0.93575,-0.48059,-17.177,63.266,51.102,0,0,25.733,7.2629,0,14.249,0.76671,-0.1699,-0.11726,-8.033,9.6027,8.5565,0,0,17.515,16.017,0,-18.409,0.34472,1.1056,-0.36333,-9.1439,53.663,42.546,0,0,8.2178,0.33553,0,-0.42844,-0.14008,-0.75558,0.012861,-0.20003,0.66101,0.75605,0,0,-0.40513
0.00048463,23.22,0,-4.0847,1.1096,0.93023,-0.47896,-17.135,63.038,50.914,0,0,25.704,7.2685,0,14.245,0.76677,-0.16931,-0.11726,-8.0344,9.6151,8.564,0,0,17.519,15.951,0,-18.329,0.3428,1.0995,-0.3617,-9.1009,53.423,42.35,0,0,8.1856,0.33848,0,-0.42879,-0.13999,-0.755,0.012804,-0.19935,0.662,0.75353,0,0,-0.40137
0.00053847,23.209,0,-4.0714,1.1092,0.92925,-0.47867,-17.128,62.998,50.88,0,0,25.699,7.2695,0,14.244,0.76677,-0.16921,-0.11726,-8.0347,9.6173,8.5654,0,0,17.52,15.94,0,-18.315,0.34246,1.0985,-0.36141,-9.0933,53.381,42.315,0,0,8.1799,0.339,0,-0.42886,-0.13997,-0.75489,0.012795,-0.19923,0.66217,0.75308,0,0,-0.40071
0.00060578,23.196,0,-4.0548,1.1088,0.92803,-0.47831,-17.119,62.947,50.839,0,0,25.693,7.2707,0,14.243,0.76679,-0.16908,-0.11726,-8.035,9.62,8.567,0,0,17.52,15.925,0,-18.298,0.34204,1.0971,-0.36105,-9.0838,53.327,42.272,0,0,8.1728,0.33965,0,-0.42893,-0.13995,-0.75476,0.012783,-0.19908,0.66239,0.75253,0,0,-0.39988
0.00060578,23.196,0,-4.0548,1.1088,0.92803,-0.47831,-17.119,62.947,50.839,0,0,25.693,7.2707,0,14.243,0.76679,-0.16908,-0.11726,-8.035,9.62,8.567,0,0,17.52,15.925,0,-18.298,0.34204,1.0971,-0.36105,-9.0838,53.327,42.272,0,0,8.1728,0.33965,0,-0.42893,-0.13995,-0.75476,0.012783,-0.19908,0.66239,0.75253,0,0,-0.39988
0.0012116,23.076,0,-3.9059,1.1051,0.91703,-0.47507,-17.036,62.494,50.464,0,0,25.637,7.2817,0,14.234,0.76689,-0.16793,-0.11727,-8.0378,9.6446,8.5821,0,0,17.528,15.794,0,-18.14,0.33822,1.085,-0.3578,-8.9982,52.85,41.881,0,0,8.1087,0.34542,0,-0.42962,-0.13976,-0.75361,0.012689,-0.19774,0.66431,0.7476,0,0,-0.39252
0.0015145,23.017,0,-3.8326,1.1033,0.91166,-0.47348,-16.995,62.271,50.279,0,0,25.609,7.287,0,14.23,0.76695,-0.16734,-0.11727,-8.0392,9.6563,8.5893,0,0,17.532,15.73,0,-18.062,0.33636,1.079,-0.35622,-8.9562,52.615,41.69,0,0,8.0771,0.34823,0,-0.42996,-0.13967,-0.75302,0.012653,-0.19707,0.66522,0.74516,0,0,-0.38891
0.0030289,22.722,0,-3.4672,1.0943,0.88487,-0.46555,-16.793,61.161,49.362,0,0,25.471,7.3129,0,14.209,0.76723,-0.16445,-0.11726,-8.046,9.7148,8.6256,0,0,17.551,15.409,0,-17.676,0.32709,1.0493,-0.34829,-8.7472,51.447,40.737,0,0,7.9197,0.36173,0,-0.43164,-0.1392,-0.75015,0.012541,-0.19378,0.6696,0.73342,0,0,-0.3715
0.0032981,22.67,0,-3.4028,1.0927,0.88016,-0.46415,-16.758,60.966,49.201,0,0,25.446,7.3174,0,14.205,0.76728,-0.16394,-0.11725,-8.0472,9.7249,8.632,0,0,17.554,15.353,0,-17.608,0.32546,1.0441,-0.3469,-8.7104,51.241,40.569,0,0,7.8919,0.36403,0,-0.43193,-0.13912,-0.74964,0.012533,-0.19321,0.67033,0.7314,0,0,-0.36852
0.0036347,22.606,0,-3.3228,1.0908,0.87432,-0.46242,-16.713,60.723,49,0,0,25.416,7.3229,0,14.2,0.76735,-0.1633,-0.11725,-8.0487,9.7374,8.6398,0,0,17.558,15.283,0,-17.523,0.32345,1.0376,-0.34517,-8.6647,50.985,40.361,0,0,7.8574,0.36686,0,-0.4323,-0.13902,-0.74901,0.012529,-0.19249,0.67122,0.7289,0,0,-0.36483
0.0036347,22.606,0,-3.323,1.0908,0.87435,-0.46242,-16.714,60.724,49.001,0,0,25.416,7.3228,0,14.2,0.76735,-0.16329,-0.11725,-8.0486,9.7373,8.6397,0,0,17.558,15.283,0,-17.523,0.32346,1.0376,-0.34518,-8.6649,50.986,40.361,0,0,7.8575,0.36686,0,-0.43229,-0.13902,-0.749,0.01253,-0.19249,0.67121,0.7289,0,0,-0.36483
0.0056347,22.221,0,-2.8479,1.0793,0.8396,-0.45207,-16.452,59.283,47.813,0,0,25.234,7.3545,0,14.174,0.76775,-0.15961,-0.11718,-8.0577,9.8112,8.6869,0,0,17.58,14.867,0,-17.022,0.31151,0.99921,-0.33489,-8.3943,49.472,39.126,0,0,7.6533,0.38276,0,-0.43439,-0.13839,-0.74532,0.012608,-0.18837,0.67617,0.7148,0,0,-0.34401
0.0066347,22.038,0,-2.6231,1.074,0.82369,-0.44728,-16.329,58.602,47.255,0,0,25.146,7.3681,0,14.163,0.76797,-0.15758,-0.11715,-8.0614,9.8426,8.7068,0,0,17.59,14.669,0,-16.786,0.30601,0.98127,-0.33013,-8.2676,48.759,38.548,0,0,7.5557,0.38998,0,-0.43536,-0.13808,-0.74336,0.012737,-0.18625,0.67817,0.70803,0,0,-0.33427
0.011635,21.123,0,-1.5057,1.0479,0.74432,-0.42322,-15.721,55.227,44.489,0,0,24.706,7.4302,0,14.109,0.76913,-0.14805,-0.11684,-8.0814,9.9966,8.8096,0,0,17.632,13.692,0,-15.615,0.27875,0.89237,-0.30638,-7.6397,45.23,35.68,0,0,7.0739,0.42039,0,-0.43975,-0.1365,-0.73401,0.013874,-0.17661,0.68596,0.67856,0,0,-0.29203
0.012524,20.961,0,-1.3084,1.0433,0.73019,-0.41896,-15.614,54.632,44.002,0,0,24.628,7.4404,0,14.1,0.76936,-0.14654,-0.11675,-8.0853,10.024,8.8289,0,0,17.638,13.521,0,-15.408,0.27392,0.87673,-0.30221,-7.5289,44.608,35.174,0,0,6.9898,0.42486,0,-0.44045,-0.1362,-0.73244,0.014157,-0.1751,0.68705,0.67412,0,0,-0.28562
0.013635,20.765,0,-1.0722,1.038,0.71392,-0.41391,-15.487,53.92,43.423,0,0,24.533,7.451,0,14.09,0.76964,-0.14431,-0.11666,-8.0891,10.052,8.849,0,0,17.645,13.314,0,-15.162,0.26831,0.85823,-0.29725,-7.3978,43.868,34.574,0,0,6.8877,0.42985,0,-0.44122,-0.13584,-0.73031,0.014549,-0.17309,0.68789,0.66861,0,0,-0.27805
0.013635,20.77,0,-1.0801,1.0383,0.71504,-0.41413,-15.492,53.945,43.445,0,0,24.534,7.4496,0,14.091,0.76964,-0.14398,-0.11669,-8.0882,10.048,8.8455,0,0,17.645,13.321,0,-15.171,0.26866,0.85902,-0.29744,-7.4035,43.897,34.599,0,0,6.8897,0.42968,0,-0.44116,-0.13585,-0.73014,0.014552,-0.17291,0.68756,0.66837,0,0,-0.27804
0.015635,20.419,0,-0.65632,1.0288,0.68584,-0.40503,-15.264,52.67,42.408,0,0,24.363,7.4675,0,14.074,0.77016,-0.14005,-0.11651,-8.0953,10.099,8.8823,0,0,17.655,12.951,0,-14.731,0.25861,0.8259,-0.28852,-7.1687,42.571,33.526,0,0,6.7072,0.43752,0,-0.44242,-0.13519,-0.72637,0.015327,-0.16945,0.68861,0.65928,0,0,-0.26568
